sku,item_number,upc_ean_gtin,manufacturer_part_number,product_name,short_description,long_description,product_category,subcategory,brand,model,product_status,unit_of_measure,inventory_type,stocking_indicator,reorder_point,safety_stock,lead_time_days,min_order_qty,max_order_qty,cycle_count_class,lot_controlled,serial_controlled,standard_cost,average_cost,last_cost,list_price,selling_price,currency,price_effective_date,primary_vendor_id,primary_vendor_name,vendor_sku,vendor_lead_time_days,country_of_origin,weight_lbs,length_in,width_in,height_in,volume_cubic_in,color,material,hazardous_material_flag,warehouse_id,zone,aisle,rack,shelf,bin,warehouse_location_code,storage_type,seo_title,product_image_url,product_page_url,marketing_description,keywords,web_enabled,channel,created_date,created_by,last_modified_date,last_modified_by,version_number
ACC-PIX-R423-SL-0029,ITM-000029,717744905814,MPN-PIX-584172,PixelPro R423-SL Laptop Stand,Laptop Stand by PixelPro,PixelPro R423-SL Laptop Stand for consumer and business electronics applications.,Accessory,Laptop Stand,PixelPro,R423-SL,Active,EA,Accessory,Stocked,99,38,7,20,100,C,N,N,155.32,157.87,166.82,325.08,271.4,USD,2024-04-15,SUP-001,Shenzhen Bright Electronics,V-SUP-001-76132,27,China,6.91,16.77,10.47,3.89,683.01,Black,Copper,N,WH-MIA-01,Z16,A33,R020,S01,B04,Z16-A33-R020-S01-B04,Cage,Buy PixelPro R423-SL Laptop Stand,https://example.com/images/ACC-PIX-R423-SL-0029.jpg,https://example.com/products/ACC-PIX-R423-SL-0029,Reliable laptop stand with modern electronics features and dependable performance.,"accessory,laptop-stand,pixelpro,r423-sl",Y,B2B,2024-04-15,kpatel,2024-07-11,gtovar,9
ACC-PIX-N389-PRO-0030,ITM-000030,659051518644,MPN-PIX-858889,PixelPro N389-PRO USB Hub,USB Hub by PixelPro,PixelPro N389-PRO USB Hub for consumer and business electronics applications.,Accessory,USB Hub,PixelPro,N389-PRO,Inactive,EA,Finished Good,Stocked,90,12,40,20,250,B,N,N,93.39,95.54,90.29,174.59,146.5,USD,2025-01-05,SUP-002,Taipei Core Components,V-SUP-002-33627,32,Taiwan,4.85,9.4,12.29,8.32,961.18,Red,Mixed Materials,N,WH-MIA-01,Z17,A06,R083,S07,B05,Z17-A06-R083-S07-B05,Pallet,Buy PixelPro N389-PRO USB Hub,https://example.com/images/ACC-PIX-N389-PRO-0030.jpg,https://example.com/products/ACC-PIX-N389-PRO-0030,Reliable usb hub with modern electronics features and dependable performance.,"accessory,usb-hub,pixelpro,n389-pro",N,Retail,2025-01-05,arodriguez,2025-01-09,arodriguez,2
MOU-BRI-G955-PLUS-0031,ITM-000031,805929622292,MPN-BRI-856215,BrightView G955-PLUS Wireless Mouse,Wireless Mouse by BrightView,BrightView G955-PLUS Wireless Mouse for consumer and business electronics applications.,Mouse,Wireless Mouse,BrightView,G955-PLUS,Active,EA,Finished Good,Stocked,110,48,46,20,250,B,N,N,66.59,68.77,65.29,110.67,100.81,USD,2025-05-29,SUP-008,Penang Device Assembly,V-SUP-008-36174,22,Malaysia,1.38,3.58,3.36,1.86,22.37,Blue,Plastic,N,WH-MIA-01,Z15,A30,R099,S05,B04,Z15-A30-R099-S05-B04,Rack,Buy BrightView G955-PLUS Wireless Mouse,https://example.com/images/MOU-BRI-G955-PLUS-0031.jpg,https://example.com/products/MOU-BRI-G955-PLUS-0031,Reliable wireless mouse with modern electronics features and dependable performance.,"mouse,wireless-mouse,brightview,g955-plus",Y,B2B,2025-05-29,sku_admin,2025-10-11,jmartinez,2
AUD-OMN-X881-SL-0032,ITM-000032,478261375060,MPN-OMN-515712,OmniLink X881-SL Soundbar,Soundbar by OmniLink,OmniLink X881-SL Soundbar for consumer and business electronics applications.,Audio,Soundbar,OmniLink,X881-SL,Active,EA,Finished Good,Stocked,65,51,8,1,250,A,N,Y,92.14,91.85,89.28,149.57,141.42,USD,2024-06-02,SUP-008,Penang Device Assembly,V-SUP-008-79176,59,Malaysia,10.53,5.36,11.17,5.04,301.75,White,Glass,N,WH-MIA-01,Z01,A06,R003,S05,B02,Z01-A06-R003-S05-B02,Shelf,Buy OmniLink X881-SL Soundbar,https://example.com/images/AUD-OMN-X881-SL-0032.jpg,https://example.com/products/AUD-OMN-X881-SL-0032,Reliable soundbar with modern electronics features and dependable performance.,"audio,soundbar,omnilink,x881-sl",Y,E-commerce,2024-06-02,kpatel,2024-10-20,mchen,4
KEY-NOV-X956-PRO-0033,ITM-000033,980893246095,MPN-NOV-352249,NovaVision X956-PRO Gaming Keyboard,Gaming Keyboard by NovaVision,NovaVision X956-PRO Gaming Keyboard for consumer and business electronics applications.,Keyboard,Gaming Keyboard,NovaVision,X956-PRO,Active,EA,Finished Good,Stocked,52,87,45,1,2500,B,N,N,18.73,18.93,20.2,35.87,30.9,USD,2026-01-20,SUP-007,Hanoi Electronics Manufacturing,V-SUP-007-86271,47,Vietnam,13.14,3.74,7.03,4.36,114.63,Silver,Plastic,N,WH-MIA-01,Z01,A23,R009,S06,B02,Z01-A23-R009-S06-B02,Rack,Buy NovaVision X956-PRO Gaming Keyboard,https://example.com/images/KEY-NOV-X956-PRO-0033.jpg,https://example.com/products/KEY-NOV-X956-PRO-0033,Reliable gaming keyboard with modern electronics features and dependable performance.,"keyboard,gaming-keyboard,novavision,x956-pro",Y,Retail,2026-01-20,kpatel,2026-07-07,gtovar,11
STO-NEX-A930-SL-0034,ITM-000034,170430305486,MPN-NEX-955015,NextCom A930-SL NAS Drive,NAS Drive by NextCom,NextCom A930-SL NAS Drive for consumer and business electronics applications.,Storage,NAS Drive,NextCom,A930-SL,Active,EA,Finished Good,Stocked,69,6,51,20,250,B,N,Y,437.6,428.83,436.66,960.09,781.9,USD,2026-01-14,SUP-008,Penang Device Assembly,V-SUP-008-88964,28,Malaysia,13.45,9.57,14.66,5.47,767.42,Blue,ABS Plastic,N,WH-MIA-01,Z16,A24,R067,S05,B01,Z16-A24-R067-S05-B01,Rack,Buy NextCom A930-SL NAS Drive,https://example.com/images/STO-NEX-A930-SL-0034.jpg,https://example.com/products/STO-NEX-A930-SL-0034,Reliable nas drive with modern electronics features and dependable performance.,"storage,nas-drive,nextcom,a930-sl",Y,Wholesale,2026-01-14,gtovar,2026-05-02,sku_admin,5
STO-COR-R554-WH-0035,ITM-000035,705964016582,MPN-COR-132653,CoreByte R554-WH NAS Drive,NAS Drive by CoreByte,CoreByte R554-WH NAS Drive for consumer and business electronics applications.,Storage,NAS Drive,CoreByte,R554-WH,Active,EA,Finished Good,Stocked,178,58,5,1,100,A,N,Y,219.91,223.96,228.33,442.48,356.91,USD,2026-01-23,SUP-006,Monterrey Cable Works,V-SUP-006-60723,20,Mexico,6.83,4.31,3.79,4.3,70.24,Blue,Glass,N,WH-MIA-01,Z11,A18,R032,S02,B01,Z11-A18-R032-S02-B01,Pallet,Buy CoreByte R554-WH NAS Drive,https://example.com/images/STO-COR-R554-WH-0035.jpg,https://example.com/products/STO-COR-R554-WH-0035,Reliable nas drive with modern electronics features and dependable performance.,"storage,nas-drive,corebyte,r554-wh",Y,B2B,2026-01-23,sku_admin,2026-03-11,mchen,5
STO-NOV-A973-BK-0036,ITM-000036,727155188442,MPN-NOV-846385,NovaVision A973-BK External HDD,External HDD by NovaVision,NovaVision A973-BK External HDD for consumer and business electronics applications.,Storage,External HDD,NovaVision,A973-BK,Discontinued,EA,Finished Good,Non-stocked,168,24,53,1,2500,A,Y,Y,95.24,92.58,97.34,159.81,142.21,USD,2024-03-16,SUP-009,Berlin Network Systems,V-SUP-009-19720,62,Germany,2.21,18.03,2.85,4.58,235.35,Matte Black,ABS Plastic,N,WH-MIA-01,Z16,A34,R053,S07,B05,Z16-A34-R053-S07-B05,Bulk,Buy NovaVision A973-BK External HDD,https://example.com/images/STO-NOV-A973-BK-0036.jpg,https://example.com/products/STO-NOV-A973-BK-0036,Reliable external hdd with modern electronics features and dependable performance.,"storage,external-hdd,novavision,a973-bk",N,B2B,2024-03-16,arodriguez,2024-04-17,kpatel,3
ROU-BRI-X951-BK-0037,ITM-000037,824225358414,MPN-BRI-305837,BrightView X951-BK VPN Router,VPN Router by BrightView,BrightView X951-BK VPN Router for consumer and business electronics applications.,Router,VPN Router,BrightView,X951-BK,Active,EA,Finished Good,Stocked,75,18,43,1,2500,C,N,Y,366.66,372.69,356.49,692.54,589.45,USD,2025-08-08,SUP-010,Bangalore Peripheral Supply,V-SUP-010-13969,68,India,3.03,14.16,4.33,4.46,273.46,Blue,Glass,N,WH-MIA-01,Z03,A03,R083,S05,B02,Z03-A03-R083-S05-B02,Cage,Buy BrightView X951-BK VPN Router,https://example.com/images/ROU-BRI-X951-BK-0037.jpg,https://example.com/products/ROU-BRI-X951-BK-0037,Reliable vpn router with modern electronics features and dependable performance.,"router,vpn-router,brightview,x951-bk",Y,Wholesale,2025-08-08,mchen,2025-11-22,kpatel,8
COM-COR-P525-PRO-0038,ITM-000038,735925556258,MPN-COR-688933,CoreByte P525-PRO Laptop,Laptop by CoreByte,CoreByte P525-PRO Laptop for consumer and business electronics applications.,Computer,Laptop,CoreByte,P525-PRO,Active,EA,Finished Good,Stocked,66,61,10,1,1000,A,N,Y,282.26,293.31,283.49,496.13,399.29,USD,2024-11-11,SUP-003,Seoul Digital Supply,V-SUP-003-61543,69,South Korea,36.98,22.94,16.1,3.82,1410.86,Matte Black,Copper,N,WH-MIA-01,Z06,A32,R066,S08,B04,Z06-A32-R066-S08-B04,Rack,Buy CoreByte P525-PRO Laptop,https://example.com/images/COM-COR-P525-PRO-0038.jpg,https://example.com/products/COM-COR-P525-PRO-0038,Reliable laptop with modern electronics features and dependable performance.,"computer,laptop,corebyte,p525-pro",Y,E-commerce,2024-11-11,gtovar,2025-03-18,gtovar,1
MOU-VOL-R788-PRO-0039,ITM-000039,480162456506,MPN-VOL-153642,VoltEdge R788-PRO Bluetooth Mouse,Bluetooth Mouse by VoltEdge,VoltEdge R788-PRO Bluetooth Mouse for consumer and business electronics applications.,Mouse,Bluetooth Mouse,VoltEdge,R788-PRO,Active,EA,Finished Good,Stocked,54,48,38,1,100,B,N,N,56.16,55.73,60.57,100.4,84.65,USD,2025-09-08,SUP-002,Taipei Core Components,V-SUP-002-15276,10,Taiwan,0.37,3.29,2.75,2.48,22.44,Black,Steel,N,WH-MIA-01,Z18,A24,R097,S03,B02,Z18-A24-R097-S03-B02,Cage,Buy VoltEdge R788-PRO Bluetooth Mouse,https://example.com/images/MOU-VOL-R788-PRO-0039.jpg,https://example.com/products/MOU-VOL-R788-PRO-0039,Reliable bluetooth mouse with modern electronics features and dependable performance.,"mouse,bluetooth-mouse,voltedge,r788-pro",Y,B2B,2025-09-08,sku_admin,2026-01-16,mchen,8
ROU-BRI-A435-MAX-0040,ITM-000040,526949588879,MPN-BRI-414353,BrightView A435-MAX 5G Router,5G Router by BrightView,BrightView A435-MAX 5G Router for consumer and business electronics applications.,Router,5G Router,BrightView,A435-MAX,Active,EA,Finished Good,Stocked,99,44,46,1,1000,C,N,Y,560.01,571.4,575.47,896.2,812.43,USD,2025-08-09,SUP-010,Bangalore Peripheral Supply,V-SUP-010-12482,61,India,4.83,11.94,8.67,1.68,173.91,Red,Polycarbonate,N,WH-MIA-01,Z20,A25,R019,S04,B01,Z20-A25-R019-S04-B01,Pallet,Buy BrightView A435-MAX 5G Router,https://example.com/images/ROU-BRI-A435-MAX-0040.jpg,https://example.com/products/ROU-BRI-A435-MAX-0040,Reliable 5g router with modern electronics features and dependable performance.,"router,5g-router,brightview,a435-max",Y,Marketplace,2025-08-09,gtovar,2026-02-04,jmartinez,9
ACC-SIG-R163-PLUS-0041,ITM-000041,283857865278,MPN-SIG-458955,SignalMax R163-PLUS Power Adapter,Power Adapter by SignalMax,SignalMax R163-PLUS Power Adapter for consumer and business electronics applications.,Accessory,Power Adapter,SignalMax,R163-PLUS,Active,EA,Component,Non-stocked,202,94,46,20,500,C,N,N,158.31,157.09,156.54,276.19,223.04,USD,2024-05-04,SUP-005,Austin Tech Distribution,V-SUP-005-59767,55,USA,11.64,14.98,10.97,5.4,887.39,Red,Steel,N,WH-MIA-01,Z16,A23,R072,S05,B03,Z16-A23-R072-S05-B03,Rack,Buy SignalMax R163-PLUS Power Adapter,https://example.com/images/ACC-SIG-R163-PLUS-0041.jpg,https://example.com/products/ACC-SIG-R163-PLUS-0041,Reliable power adapter with modern electronics features and dependable performance.,"accessory,power-adapter,signalmax,r163-plus",Y,E-commerce,2024-05-04,kpatel,2024-09-27,mchen,6
STO-SIG-P319-SL-0042,ITM-000042,848421993308,MPN-SIG-336633,SignalMax P319-SL USB Flash Drive,USB Flash Drive by SignalMax,SignalMax P319-SL USB Flash Drive for consumer and business electronics applications.,Storage,USB Flash Drive,SignalMax,P319-SL,Active,EA,Finished Good,Stocked,18,14,29,1,1000,A,N,Y,620.92,610.14,642.58,1065.24,868.78,USD,2026-01-26,SUP-008,Penang Device Assembly,V-SUP-008-33040,9,Malaysia,7.32,6.39,14.53,3.89,361.17,Graphite,Mixed Materials,N,WH-MIA-01,Z02,A06,R084,S04,B05,Z02-A06-R084-S04-B05,Rack,Buy SignalMax P319-SL USB Flash Drive,https://example.com/images/STO-SIG-P319-SL-0042.jpg,https://example.com/products/STO-SIG-P319-SL-0042,Reliable usb flash drive with modern electronics features and dependable performance.,"storage,usb-flash-drive,signalmax,p319-sl",Y,E-commerce,2026-01-26,jmartinez,2026-02-04,sku_admin,1
MOU-VOL-X443-WH-0043,ITM-000043,788728743152,MPN-VOL-866634,VoltEdge X443-WH Trackball Mouse,Trackball Mouse by VoltEdge,VoltEdge X443-WH Trackball Mouse for consumer and business electronics applications.,Mouse,Trackball Mouse,VoltEdge,X443-WH,Active,EA,Finished Good,Stocked,70,93,14,1,500,B,N,N,62.4,61.4,66.23,115.93,94.3,USD,2024-09-24,SUP-007,Hanoi Electronics Manufacturing,V-SUP-007-44995,47,Vietnam,0.87,3.26,3.34,1.28,13.94,Blue,Plastic,N,WH-MIA-01,Z05,A31,R042,S04,B01,Z05-A31-R042-S04-B01,Rack,Buy VoltEdge X443-WH Trackball Mouse,https://example.com/images/MOU-VOL-X443-WH-0043.jpg,https://example.com/products/MOU-VOL-X443-WH-0043,Reliable trackball mouse with modern electronics features and dependable performance.,"mouse,trackball-mouse,voltedge,x443-wh",Y,Retail,2024-09-24,jmartinez,2024-12-31,sku_admin,1
COM-OMN-A515-PLUS-0044,ITM-000044,841459332727,MPN-OMN-884056,OmniLink A515-PLUS Workstation,Workstation by OmniLink,OmniLink A515-PLUS Workstation for consumer and business electronics applications.,Computer,Workstation,OmniLink,A515-PLUS,Active,EA,Finished Good,Stocked,111,91,38,5,2500,C,N,N,1606.59,1634.97,1690.71,2884.85,2497.49,USD,2024-12-01,SUP-009,Berlin Network Systems,V-SUP-009-99167,31,Germany,32.26,9.25,13.9,1.58,203.15,Matte Black,Aluminum,N,WH-MIA-01,Z18,A33,R026,S03,B02,Z18-A33-R026-S03-B02,Cage,Buy OmniLink A515-PLUS Workstation,https://example.com/images/COM-OMN-A515-PLUS-0044.jpg,https://example.com/products/COM-OMN-A515-PLUS-0044,Reliable workstation with modern electronics features and dependable performance.,"computer,workstation,omnilink,a515-plus",Y,E-commerce,2024-12-01,sku_admin,2025-04-13,gtovar,8
ROU-QUA-P677-BK-0045,ITM-000045,874064039106,MPN-QUA-461264,QuantumGear P677-BK 5G Router,5G Router by QuantumGear,QuantumGear P677-BK 5G Router for consumer and business electronics applications.,Router,5G Router,QuantumGear,P677-BK,Inactive,EA,Finished Good,Stocked,143,9,60,1,1000,A,N,Y,97.72,99.8,102.1,236.97,190.68,USD,2024-05-01,SUP-006,Monterrey Cable Works,V-SUP-006-79316,21,Mexico,7.95,8.21,10.96,4.63,416.61,Gray,Plastic,N,WH-MIA-01,Z13,A06,R088,S03,B03,Z13-A06-R088-S03-B03,Rack,Buy QuantumGear P677-BK 5G Router,https://example.com/images/ROU-QUA-P677-BK-0045.jpg,https://example.com/products/ROU-QUA-P677-BK-0045,Reliable 5g router with modern electronics features and dependable performance.,"router,5g-router,quantumgear,p677-bk",N,Marketplace,2024-05-01,mchen,2024-06-15,sku_admin,11
AUD-BRI-P943-SL-0046,ITM-000046,375243106903,MPN-BRI-316092,BrightView P943-SL Conference Speaker,Conference Speaker by BrightView,BrightView P943-SL Conference Speaker for consumer and business electronics applications.,Audio,Conference Speaker,BrightView,P943-SL,Active,EA,Finished Good,Stocked,157,6,31,10,100,A,N,Y,266.87,263.5,283.49,528.16,497.66,USD,2024-11-05,SUP-009,Berlin Network Systems,V-SUP-009-38972,57,Germany,14.9,6.98,13.91,6.18,600.03,Blue,Glass,N,WH-MIA-01,Z19,A39,R099,S06,B02,Z19-A39-R099-S06-B02,Bulk,Buy BrightView P943-SL Conference Speaker,https://example.com/images/AUD-BRI-P943-SL-0046.jpg,https://example.com/products/AUD-BRI-P943-SL-0046,Reliable conference speaker with modern electronics features and dependable performance.,"audio,conference-speaker,brightview,p943-sl",Y,Retail,2024-11-05,kpatel,2024-12-11,mchen,11
KEY-APE-N758-PLUS-0047,ITM-000047,685662462873,MPN-APE-990598,ApexTech N758-PLUS Gaming Keyboard,Gaming Keyboard by ApexTech,ApexTech N758-PLUS Gaming Keyboard for consumer and business electronics applications.,Keyboard,Gaming Keyboard,ApexTech,N758-PLUS,Active,EA,Finished Good,Stocked,224,92,12,5,100,C,N,N,64.94,65.75,64.97,123.29,111.98,USD,2025-09-09,SUP-006,Monterrey Cable Works,V-SUP-006-87015,32,Mexico,9.81,18.68,13.01,1.83,444.74,Matte Black,Copper,N,WH-MIA-01,Z07,A04,R035,S07,B05,Z07-A04-R035-S07-B05,Rack,Buy ApexTech N758-PLUS Gaming Keyboard,https://example.com/images/KEY-APE-N758-PLUS-0047.jpg,https://example.com/products/KEY-APE-N758-PLUS-0047,Reliable gaming keyboard with modern electronics features and dependable performance.,"keyboard,gaming-keyboard,apextech,n758-plus",Y,Wholesale,2025-09-09,gtovar,2025-09-19,jmartinez,1
CAB-SIG-X864-PRO-0048,ITM-000048,393638546785,MPN-SIG-423404,SignalMax X864-PRO USB-C Cable,USB-C Cable by SignalMax,SignalMax X864-PRO USB-C Cable for consumer and business electronics applications.,Cable,USB-C Cable,SignalMax,X864-PRO,Active,PACK,Finished Good,Stocked,124,14,54,20,1000,B,N,N,20.79,21.1,20.35,38.72,35.88,USD,2024-09-08,SUP-005,Austin Tech Distribution,V-SUP-005-99764,48,USA,1.7,8.26,6.32,1.24,64.73,Blue,Mixed Materials,N,WH-MIA-01,Z07,A22,R030,S07,B05,Z07-A22-R030-S07-B05,Cage,Buy SignalMax X864-PRO USB-C Cable,https://example.com/images/CAB-SIG-X864-PRO-0048.jpg,https://example.com/products/CAB-SIG-X864-PRO-0048,Reliable usb-c cable with modern electronics features and dependable performance.,"cable,usb-c-cable,signalmax,x864-pro",Y,Marketplace,2024-09-08,mchen,2025-01-13,kpatel,3
MON-COR-R659-PRO-0049,ITM-000049,280801006231,MPN-COR-841521,CoreByte R659-PRO Gaming Monitor,Gaming Monitor by CoreByte,CoreByte R659-PRO Gaming Monitor for consumer and business electronics applications.,Monitor,Gaming Monitor,CoreByte,R659-PRO,Active,EA,Finished Good,Stocked,60,66,32,1,100,C,N,Y,917.92,938.8,873.9,1518.5,1313.08,USD,2024-04-19,SUP-007,Hanoi Electronics Manufacturing,V-SUP-007-41584,29,Vietnam,3.26,26.71,2.1,23.66,1327.11,Blue,ABS Plastic,N,WH-MIA-01,Z01,A33,R090,S07,B02,Z01-A33-R090-S07-B02,Cage,Buy CoreByte R659-PRO Gaming Monitor,https://example.com/images/MON-COR-R659-PRO-0049.jpg,https://example.com/products/MON-COR-R659-PRO-0049,Reliable gaming monitor with modern electronics features and dependable performance.,"monitor,gaming-monitor,corebyte,r659-pro",Y,E-commerce,2024-04-19,mchen,2024-05-13,jmartinez,6
KEY-VOL-A813-SL-0050,ITM-000050,410166687002,MPN-VOL-186702,VoltEdge A813-SL Gaming Keyboard,Gaming Keyboard by VoltEdge,VoltEdge A813-SL Gaming Keyboard for consumer and business electronics applications.,Keyboard,Gaming Keyboard,VoltEdge,A813-SL,Active,EA,Finished Good,Stocked,170,44,39,1,2500,A,N,N,48.05,49.27,49.19,76.19,69.0,USD,2024-05-27,SUP-002,Taipei Core Components,V-SUP-002-31292,35,Taiwan,10.36,7.77,9.06,6.92,487.14,Graphite,ABS Plastic,N,WH-MIA-01,Z06,A21,R003,S04,B05,Z06-A21-R003-S04-B05,Pallet,Buy VoltEdge A813-SL Gaming Keyboard,https://example.com/images/KEY-VOL-A813-SL-0050.jpg,https://example.com/products/KEY-VOL-A813-SL-0050,Reliable gaming keyboard with modern electronics features and dependable performance.,"keyboard,gaming-keyboard,voltedge,a813-sl",Y,E-commerce,2024-05-27,gtovar,2024-09-05,arodriguez,9
MON-NOV-P337-BK-0051,ITM-000051,599965047735,MPN-NOV-679902,NovaVision P337-BK LED Monitor,LED Monitor by NovaVision,NovaVision P337-BK LED Monitor for consumer and business electronics applications.,Monitor,LED Monitor,NovaVision,P337-BK,Active,EA,Finished Good,Stocked,52,89,40,20,1000,A,N,Y,255.24,249.08,251.37,533.07,473.42,USD,2024-05-15,SUP-003,Seoul Digital Supply,V-SUP-003-68830,70,South Korea,19.27,21.6,1.43,9.08,280.46,Graphite,Aluminum,N,WH-MIA-01,Z10,A29,R047,S05,B01,Z10-A29-R047-S05-B01,Rack,Buy NovaVision P337-BK LED Monitor,https://example.com/images/MON-NOV-P337-BK-0051.jpg,https://example.com/products/MON-NOV-P337-BK-0051,Reliable led monitor with modern electronics features and dependable performance.,"monitor,led-monitor,novavision,p337-bk",Y,B2B,2024-05-15,jmartinez,2024-06-06,sku_admin,2
ACC-PIX-P112-WH-0052,ITM-000052,661839826224,MPN-PIX-415759,PixelPro P112-WH Laptop Stand,Laptop Stand by PixelPro,PixelPro P112-WH Laptop Stand for consumer and business electronics applications.,Accessory,Laptop Stand,PixelPro,P112-WH,Active,EA,Component,Stocked,21,23,30,1,1000,B,N,N,111.19,110.09,109.19,262.1,223.06,USD,2025-03-26,SUP-010,Bangalore Peripheral Supply,V-SUP-010-87908,22,India,9.37,10.78,3.76,1.06,42.96,Blue,ABS Plastic,N,WH-MIA-01,Z13,A22,R080,S07,B03,Z13-A22-R080-S07-B03,Pallet,Buy PixelPro P112-WH Laptop Stand,https://example.com/images/ACC-PIX-P112-WH-0052.jpg,https://example.com/products/ACC-PIX-P112-WH-0052,Reliable laptop stand with modern electronics features and dependable performance.,"accessory,laptop-stand,pixelpro,p112-wh",Y,Marketplace,2025-03-26,sku_admin,2025-06-19,kpatel,6
ROU-PIX-N852-PLUS-0053,ITM-000053,793564651939,MPN-PIX-672133,PixelPro N852-PLUS VPN Router,VPN Router by PixelPro,PixelPro N852-PLUS VPN Router for consumer and business electronics applications.,Router,VPN Router,PixelPro,N852-PLUS,Active,EA,Finished Good,Non-stocked,201,72,4,20,1000,C,N,Y,492.64,480.59,522.3,876.53,725.0,USD,2025-05-05,SUP-008,Penang Device Assembly,V-SUP-008-76402,58,Malaysia,1.54,7.33,6.02,1.62,71.49,Black,ABS Plastic,N,WH-MIA-01,Z14,A25,R010,S08,B05,Z14-A25-R010-S08-B05,Bulk,Buy PixelPro N852-PLUS VPN Router,https://example.com/images/ROU-PIX-N852-PLUS-0053.jpg,https://example.com/products/ROU-PIX-N852-PLUS-0053,Reliable vpn router with modern electronics features and dependable performance.,"router,vpn-router,pixelpro,n852-plus",Y,B2B,2025-05-05,sku_admin,2025-10-01,mchen,11
COM-ZEN-R780-WH-0054,ITM-000054,290965610143,MPN-ZEN-635482,Zenith Digital R780-WH Laptop,Laptop by Zenith Digital,Zenith Digital R780-WH Laptop for consumer and business electronics applications.,Computer,Laptop,Zenith Digital,R780-WH,Pending Launch,EA,Finished Good,Stocked,147,76,47,10,250,B,N,Y,1039.26,1065.49,1007.66,2019.31,1616.04,USD,2024-07-30,SUP-008,Penang Device Assembly,V-SUP-008-72411,17,Malaysia,6.5,14.66,19.46,2.53,721.77,Matte Black,Mixed Materials,N,WH-MIA-01,Z05,A23,R040,S06,B04,Z05-A23-R040-S06-B04,Rack,Buy Zenith Digital R780-WH Laptop,https://example.com/images/COM-ZEN-R780-WH-0054.jpg,https://example.com/products/COM-ZEN-R780-WH-0054,Reliable laptop with modern electronics features and dependable performance.,"computer,laptop,zenith-digital,r780-wh",N,E-commerce,2024-07-30,sku_admin,2024-12-10,arodriguez,12
